Property_ID,Customer_ID,Project_Name,Property_Type,BHK,City,Locality,Pincode,Latitude,Longitude,Area_sqft,Floor,Total_Floors,Price_per_sqft,Listed_Price,Discount_Pct,Final_Price,Booking_Date,Possession_Date,Customer_Age,Annual_Income,Family_Size,Occupation,Lead_Source,Campaign,Website_Visits,Calls,Site_Visits,Loan_Required,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Amenities,Parking,Furnishing,Facing,Payment_Mode,Sales_Status,Days_to_Sale
SRP100256,CUST100256,Srijan Enclave,Apartment,1 BHK,Kolkata,Salt Lake,700107,22.564523,88.422178,1524,9,11,7528,11472672,3.66,11052772,1/7/2023,5/25/2025,33,85800,2,Self Employed,Broker,Festive Offer,8,3,1,Yes,5148000,8.04,10,Clubhouse,No,Unfurnished,North,Self Funded,Available,
SRP100257,CUST100257,Srijan Courtyard,Apartment,2 BHK,Kolkata,EM Bypass,700019,22.652158,88.343793,1467,24,24,6300,9242100,1.7,9084984,1/14/2023,10/3/2024,31,28600,4,Doctor,Email Campaign,Premium Launch,4,3,1,No,0,0,0,"Gym,Pool",Yes,Semi-Furnished,South-East,Self Funded,Sold,22
SRP100258,CUST100258,Srijan Enclave,Apartment,3 BHK,Kolkata,Sonarpur,700033,22.572122,88.291205,1817,14,28,8268,15022956,5.51,14195191,2/25/2022,12/19/2023,48,52300,2,Other,Google Ads,New Year Campaign,8,3,1,Yes,3138000,9.52,15,"Gym,Pool",Yes,Fully Furnished,North,Mixed,Available,
SRP100259,CUST100259,Srijan Greenview,Apartment,1 BHK,Kolkata,Barasat,700124,22.632724,88.52215,1000,19,24,5985,5985000,4.75,5700712,1/17/2025,4/13/2026,36,58700,3,Private Employee,Walk-in,Referral Drive,8,5,2,Yes,3204113,9.06,25,Swimming Pool,Yes,Semi-Furnished,North-East,Home Loan,Sold,20
SRP100260,CUST100260,Srijan Greenview,Apartment,2 BHK,Kolkata,Ballygunge,700033,22.557244,88.35237,1282,10,11,11169,14318658,4.55,13667159,1/22/2022,7/1/2023,44,169100,1,Private Employee,Facebook,New Year Campaign,1,2,1,Yes,10146000,7.89,20,Basic,Yes,Unfurnished,East,Home Loan,Sold,47
SRP100261,CUST100261,Srijan Greenview,Apartment,4 BHK,Kolkata,Behala,700091,22.725951,88.42707,1695,28,28,6503,11022585,6.76,10277458,12/30/2024,3/28/2026,34,65000,7,IT Professional,Facebook,Monsoon Offer,6,2,0,No,0,0,0,Gym,Yes,Unfurnished,North-East,Mixed,Negotiation,
SRP100262,CUST100262,Srijan Harmony,Apartment,1 BHK,Kolkata,Garia,700033,22.527786,88.356601,2064,6,17,7146,14749344,2.62,14362911,10/12/2024,12/2/2026,35,62000,4,Doctor,Broker,Referral Drive,6,1,0,Yes,3720000,7.85,10,Clubhouse,Yes,Semi-Furnished,North-East,Self Funded,Available,
SRP100263,CUST100263,Srijan Courtyard,Apartment,4 BHK,Kolkata,Barasat,700019,22.599304,88.276557,874,15,24,4085,3570290,4.02,3426764,2/21/2022,12/10/2022,29,103100,3,Government Employee,Referral,Summer Sale,2,1,2,Yes,2241608,10.19,15,Gym,Yes,Unfurnished,South-East,Mixed,Available,
SRP100264,CUST100264,Srijan Enclave,Villa,2 BHK,Kolkata,Howrah,711101,22.4551,88.379345,1552,24,32,6511,10105072,2.57,9845372,6/1/2025,2/26/2027,26,62900,4,Doctor,Website,Summer Sale,11,4,2,No,0,0,0,Basic,No,Fully Furnished,East,Home Loan,Sold,45
SRP100265,CUST100265,Srijan Gardenia,Apartment,4 BHK,Kolkata,Tollygunge,700124,22.736113,88.459944,1243,16,16,5565,6917295,4.7,6592182,2/16/2024,7/24/2026,26,123700,3,Engineer,Facebook,Monsoon Offer,10,4,0,Yes,3222229,9.37,15,Clubhouse,No,Semi-Furnished,North,Home Loan,Sold,67
SRP100266,CUST100266,Srijan Realty Heights,Plot,3 BHK,Kolkata,Salt Lake,700064,22.612974,88.506782,1208,24,24,6868,8296544,3.57,8000357,9/28/2023,10/11/2024,38,49000,3,Teacher,Walk-in,Referral Drive,8,1,2,No,0,0,0,"Pool,Park",Yes,Unfurnished,South,Home Loan,Negotiation,
SRP100267,CUST100267,Srijan Gardenia,Plot,2 BHK,Kolkata,Tollygunge,700091,22.698963,88.317244,1623,10,10,7886,12798978,3.32,12374052,9/24/2023,10/25/2025,40,108400,3,Other,Walk-in,Premium Launch,6,2,2,Yes,6504000,9.79,15,Park,Yes,Semi-Furnished,North-East,Home Loan,Available,
SRP100268,CUST100268,Srijan Realty Heights,Apartment,3 BHK,Kolkata,New Town,700019,22.686325,88.375555,724,30,30,9110,6595640,2.97,6399749,7/25/2022,10/5/2024,38,72800,4,IT Professional,Instagram,Summer Sale,11,2,0,Yes,3924419,8.41,25,Clubhouse,Yes,Unfurnished,North-East,Home Loan,Available,
SRP100269,CUST100269,Srijan Urban Vista,Plot,4 BHK,Kolkata,Dum Dum,700084,22.543685,88.467737,1223,22,25,5402,6606646,4.95,6279617,1/31/2023,9/2/2023,40,64000,3,Engineer,Website,Summer Sale,6,4,1,Yes,3602784,7.9,10,Park,No,Unfurnished,South-East,Home Loan,Negotiation,
SRP100270,CUST100270,Srijan Gardenia,Apartment,2 BHK,Kolkata,EM Bypass,700091,22.660928,88.313593,1402,8,16,4768,6684736,3.04,6481520,9/24/2025,11/19/2026,28,63000,5,Self Employed,Facebook,Premium Launch,7,3,1,Yes,3780000,8.85,25,Park,Yes,Semi-Furnished,East,Home Loan,Negotiation,
SRP100271,CUST100271,Srijan Prime,Apartment,3 BHK,Kolkata,Howrah,700084,22.615062,88.25728,1357,7,33,3500,4749500,9.03,4320620,2/3/2023,5/15/2025,36,60500,2,Private Employee,Facebook,Festive Offer,4,3,1,Yes,3021453,8.73,10,Gym,Yes,Unfurnished,South-East,Mixed,Available,
SRP100272,CUST100272,Srijan Prime,Apartment,3 BHK,Kolkata,Salt Lake,700084,22.657656,88.341318,1248,25,25,4736,5910528,3.2,5721391,4/17/2022,12/19/2023,34,63300,4,Other,Instagram,New Year Campaign,11,1,0,Yes,3484004,8.88,20,Basic,Yes,Semi-Furnished,North,Self Funded,Sold,75
SRP100273,CUST100273,Srijan Residency,Apartment,2 BHK,Kolkata,Garia,700084,22.490103,88.304973,658,19,30,6840,4500720,1.89,4415656,6/19/2025,4/15/2027,44,36100,2,Business Owner,Website,Summer Sale,7,2,0,No,0,0,0,"Gym,Clubhouse",No,Unfurnished,South-East,Self Funded,Available,
SRP100274,CUST100274,Srijan Courtyard,Apartment,4 BHK,Kolkata,Salt Lake,700052,22.601465,88.306734,1158,7,27,5126,5935908,3.31,5739429,9/13/2022,10/11/2024,41,46500,2,Government Employee,Website,Premium Launch,3,2,1,No,0,0,0,Gym,No,Semi-Furnished,North-East,Home Loan,Sold,15
SRP100275,CUST100275,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Sonarpur,700102,22.663088,88.252465,2252,16,17,6810,15336120,0,15336120,10/31/2023,12/19/2025,36,82100,3,IT Professional,Property Portal,Referral Drive,8,1,1,Yes,4926000,9.42,25,Basic,Yes,Unfurnished,South-East,Home Loan,Sold,104
SRP100276,CUST100276,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Ballygunge,700124,22.614697,88.342323,1202,14,18,8788,10563176,1.59,10395222,10/8/2022,4/30/2024,28,128000,2,IT Professional,Facebook,Referral Drive,2,2,0,Yes,5337498,8.79,25,Swimming Pool,Yes,Semi-Furnished,North-East,Home Loan,Available,
SRP100277,CUST100277,Srijan Courtyard,Apartment,3 BHK,Kolkata,EM Bypass,700084,22.732032,88.270695,1197,23,23,7913,9471861,2.1,9272952,9/25/2023,3/18/2024,48,64900,1,Government Employee,Facebook,Premium Launch,8,2,1,Yes,3894000,8.51,10,Gym,Yes,Semi-Furnished,East,Self Funded,Available,
SRP100278,CUST100278,Srijan Harmony,Apartment,3 BHK,Kolkata,New Town,700107,22.678661,88.483735,1008,15,15,9105,9177840,4.72,8744646,1/22/2022,5/3/2023,40,93600,4,Government Employee,Walk-in,Premium Launch,6,0,1,Yes,5616000,8.63,20,"Gym,Clubhouse",Yes,Unfurnished,North-East,Mixed,Negotiation,
SRP100279,CUST100279,Srijan Residency,Villa,3 BHK,Kolkata,Behala,700084,22.556888,88.319946,2090,8,13,3961,8278490,5.52,7821517,3/11/2023,1/9/2025,47,48500,3,Business Owner,Website,Summer Sale,6,5,2,Yes,2910000,7.66,25,Basic,No,Fully Furnished,South,Home Loan,Sold,50
SRP100280,CUST100280,Srijan Harmony,Apartment,4 BHK,Kolkata,Tollygunge,700019,22.668463,88.324063,1870,5,33,6485,12126950,7.86,11173772,9/3/2023,1/24/2024,26,34200,1,Government Employee,Google Ads,Digital Awareness,7,2,1,Yes,2052000,8.94,20,"Gym,Pool",Yes,Semi-Furnished,South-East,Mixed,Negotiation,
SRP100281,CUST100281,Srijan Harmony,Plot,1 BHK,Kolkata,Ballygunge,700124,22.502118,88.436623,1143,29,29,6835,7812405,7.05,7261630,11/10/2024,6/13/2025,38,101700,1,Doctor,Google Ads,New Year Campaign,7,5,1,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,East,Mixed,Available,
SRP100282,CUST100282,Srijan Harmony,Plot,2 BHK,Kolkata,Barasat,700107,22.746086,88.437324,1675,10,32,5264,8817200,1.02,8727265,5/26/2023,7/15/2024,21,103500,5,Self Employed,Website,Monsoon Offer,9,6,2,Yes,6210000,9.02,20,Basic,Yes,Unfurnished,South-East,Mixed,Sold,100
SRP100283,CUST100283,Srijan Courtyard,Apartment,2 BHK,Kolkata,Barasat,700052,22.506182,88.272885,1469,12,13,6989,10266841,5.26,9726805,10/16/2023,3/20/2025,51,74800,4,Government Employee,Google Ads,Referral Drive,8,3,2,Yes,4488000,9.53,15,Swimming Pool,Yes,Semi-Furnished,South-East,Mixed,Sold,51
SRP100284,CUST100284,Srijan Harmony,Apartment,2 BHK,Kolkata,EM Bypass,700033,22.676948,88.485024,1027,3,14,9326,9577802,3.15,9276101,12/4/2023,1/14/2026,46,148100,3,Teacher,Referral,Digital Awareness,6,1,3,No,0,0,0,"Gym,Pool,Clubhouse",No,Unfurnished,North,Self Funded,Negotiation,
SRP100285,CUST100285,Srijan Prime,Apartment,2 BHK,Kolkata,EM Bypass,700091,22.556663,88.540666,737,18,23,7441,5484017,7.84,5054070,2/27/2025,8/2/2027,44,97200,7,Engineer,Facebook,Monsoon Offer,9,3,3,Yes,3180558,7.51,25,"Gym,Pool",Yes,Semi-Furnished,North-East,Mixed,Sold,73
SRP100286,CUST100286,Srijan Greenview,Apartment,2 BHK,Kolkata,Rajarhat,700084,22.635966,88.432167,1615,13,33,3500,5652500,7.05,5253999,5/11/2022,2/17/2023,38,78300,5,Engineer,Instagram,New Year Campaign,6,3,1,Yes,2382326,7.41,10,"Gym,Pool",Yes,Semi-Furnished,South,Home Loan,Sold,7
SRP100287,CUST100287,Srijan Urban Vista,Apartment,4 BHK,Kolkata,Ballygunge,700107,22.588313,88.361,1499,1,21,11346,17007654,6.52,15898755,7/19/2022,11/30/2024,36,95800,5,Teacher,Referral,Monsoon Offer,10,2,4,No,0,0,0,"Gym,Clubhouse",No,Fully Furnished,West,Home Loan,Sold,46
SRP100288,CUST100288,Srijan Realty Heights,Villa,3 BHK,Kolkata,Salt Lake,700064,22.730204,88.358009,1633,11,11,6566,10722278,1.63,10547505,8/23/2025,3/20/2026,49,141400,5,Private Employee,Email Campaign,Referral Drive,9,3,1,Yes,7835591,8.96,15,"Gym,Clubhouse",No,Semi-Furnished,North-East,Mixed,Available,
SRP100289,CUST100289,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Tollygunge,700091,22.47261,88.457613,1971,19,23,8395,16546545,4.58,15788713,1/15/2022,3/28/2023,21,61500,4,Teacher,Email Campaign,Digital Awareness,7,3,1,No,0,0,0,"Gym,Pool,Clubhouse",No,Unfurnished,West,Home Loan,Negotiation,
SRP100290,CUST100290,Srijan Urban Vista,Apartment,2 BHK,Kolkata,New Town,700033,22.604545,88.422374,1993,6,32,6543,13040199,6.51,12191282,9/6/2024,10/15/2026,44,54400,5,IT Professional,Referral,Referral Drive,5,2,1,Yes,3264000,8.4,15,"Gym,Pool",Yes,Semi-Furnished,West,Self Funded,Sold,7
SRP100291,CUST100291,Srijan Courtyard,Villa,3 BHK,Kolkata,Garia,700064,22.466662,88.46584,845,26,33,7768,6563960,3.61,6327001,7/5/2025,11/4/2025,36,56500,2,Private Employee,Email Campaign,Festive Offer,10,3,0,Yes,3390000,7.84,20,Swimming Pool,Yes,Fully Furnished,South-East,Home Loan,Available,
SRP100292,CUST100292,Srijan Gardenia,Apartment,3 BHK,Kolkata,Salt Lake,700102,22.516675,88.357483,2179,2,30,7383,16087557,3.44,15534145,11/19/2023,10/31/2025,39,64900,4,Other,Broker,Summer Sale,8,1,1,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Fully Furnished,West,Home Loan,Available,
SRP100293,CUST100293,Srijan Courtyard,Plot,2 BHK,Kolkata,Sonarpur,700033,22.638711,88.476443,1431,21,21,6979,9986949,7.93,9194984,4/18/2023,2/8/2024,40,54800,4,Self Employed,Facebook,Premium Launch,4,4,0,Yes,3288000,8.26,25,Basic,Yes,Unfurnished,East,Home Loan,Available,
SRP100294,CUST100294,Srijan Realty Heights,Penthouse,3 BHK,Kolkata,Dum Dum,700033,22.602519,88.282423,1797,25,29,4628,8316516,8.15,7638720,11/1/2023,2/3/2026,42,51200,2,Private Employee,Google Ads,Premium Launch,8,2,0,No,0,0,0,Swimming Pool,Yes,Unfurnished,West,Home Loan,Sold,53
SRP100295,CUST100295,Srijan Realty Heights,Apartment,1 BHK,Kolkata,New Town,700107,22.601497,88.266727,450,9,23,6886,3098700,5.67,2923004,8/22/2022,3/26/2024,28,47500,3,IT Professional,Website,New Year Campaign,10,2,0,Yes,1618158,9.02,25,Swimming Pool,No,Semi-Furnished,South-East,Home Loan,Negotiation,
SRP100296,CUST100296,Srijan Urban Vista,Villa,2 BHK,Kolkata,Dum Dum,700107,22.622551,88.385279,952,10,10,5912,5628224,4.43,5378894,1/25/2023,10/19/2023,26,53500,2,Other,Google Ads,Festive Offer,10,3,0,No,0,0,0,Park,No,Unfurnished,North,Self Funded,Negotiation,
SRP100297,CUST100297,Srijan Harmony,Apartment,3 BHK,Kolkata,Tollygunge,711101,22.719633,88.425739,1576,13,30,5805,9148680,4.84,8705884,6/15/2024,10/13/2026,39,115900,6,Government Employee,Walk-in,Monsoon Offer,8,1,0,Yes,3946120,9.51,20,Park,Yes,Unfurnished,North,Mixed,Sold,108
SRP100298,CUST100298,Srijan Courtyard,Apartment,3 BHK,Kolkata,Howrah,700102,22.513619,88.389405,1362,1,34,6181,8418522,9.5,7618762,11/2/2025,2/5/2028,21,68000,1,Self Employed,Referral,Festive Offer,8,4,2,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,North-East,Mixed,Available,
SRP100299,CUST100299,Srijan Enclave,Apartment,3 BHK,Kolkata,Howrah,700124,22.610389,88.456659,1357,3,14,5440,7382080,11.41,6539785,7/26/2024,11/16/2025,30,50400,2,Business Owner,Walk-in,Summer Sale,4,0,0,Yes,3024000,7.91,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,West,Mixed,Sold,115
SRP100300,CUST100300,Srijan Urban Vista,Villa,2 BHK,Kolkata,Behala,700019,22.481624,88.263464,827,4,28,6643,5493761,5.6,5186110,8/9/2024,7/13/2025,21,39100,6,Business Owner,Email Campaign,Premium Launch,11,3,3,Yes,2346000,8.62,20,Swimming Pool,Yes,Unfurnished,North,Home Loan,Sold,7
SRP100301,CUST100301,Srijan Prime,Villa,2 BHK,Kolkata,Sonarpur,700033,22.653071,88.409299,1190,4,18,5334,6347460,4.97,6031991,2/14/2025,6/21/2026,33,64000,2,Private Employee,Instagram,New Year Campaign,7,2,2,Yes,3411593,9.17,25,Gym,Yes,Unfurnished,North-East,Home Loan,Sold,40
SRP100302,CUST100302,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Salt Lake,700019,22.719599,88.382796,1035,6,10,6202,6419070,8.17,5894632,5/15/2025,3/7/2026,42,111200,4,Doctor,Email Campaign,Digital Awareness,7,2,0,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South-East,Home Loan,Negotiation,
SRP100303,CUST100303,Srijan Urban Vista,Apartment,5 BHK,Kolkata,Ballygunge,700052,22.623571,88.546891,1173,10,13,6722,7884906,1.28,7783979,6/4/2022,7/5/2023,49,33900,5,Engineer,Email Campaign,Summer Sale,8,3,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,West,Mixed,Sold,34
SRP100304,CUST100304,Srijan Courtyard,Apartment,2 BHK,Kolkata,Rajarhat,700107,22.647834,88.260036,1738,17,33,5572,9684136,8.37,8873574,9/12/2024,4/26/2025,50,130100,2,Other,Facebook,Summer Sale,11,3,1,No,0,0,0,Park,No,Fully Furnished,South,Self Funded,Sold,72
SRP100305,CUST100305,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Rajarhat,700052,22.494535,88.416176,450,4,30,5212,2345400,13.59,2026660,8/22/2024,9/18/2025,49,84200,4,Private Employee,Referral,New Year Campaign,12,0,0,Yes,985768,10.02,15,"Gym,Pool,Clubhouse",No,Unfurnished,East,Mixed,Sold,85
SRP100306,CUST100306,Srijan Gardenia,Apartment,3 BHK,Kolkata,Tollygunge,700102,22.506033,88.458925,1716,4,21,7356,12622896,6.94,11746867,6/11/2025,8/20/2026,29,101000,3,IT Professional,Instagram,Monsoon Offer,9,4,1,No,0,0,0,Gym,Yes,Unfurnished,East,Mixed,Negotiation,
SRP100307,CUST100307,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Ballygunge,711101,22.534119,88.384728,934,28,28,9187,8580658,11.15,7623915,1/26/2022,4/24/2023,29,69100,4,Government Employee,Google Ads,Festive Offer,10,1,2,Yes,3486385,8.92,25,"Gym,Pool",Yes,Unfurnished,South-East,Home Loan,Negotiation,
SRP100308,CUST100308,Srijan Residency,Apartment,4 BHK,Kolkata,Barasat,700052,22.497848,88.350078,743,18,18,7379,5482597,3.14,5310443,10/20/2023,11/1/2025,35,94600,4,Self Employed,Referral,Digital Awareness,7,1,0,Yes,3328147,9.61,20,"Gym,Pool,Clubhouse",No,Semi-Furnished,South-East,Home Loan,Sold,97
SRP100309,CUST100309,Srijan Realty Heights,Apartment,4 BHK,Kolkata,New Town,700102,22.655836,88.504636,2082,20,28,6970,14511540,0,14511540,2/26/2022,6/2/2022,42,183900,4,Government Employee,Broker,Monsoon Offer,9,1,1,No,0,0,0,"Pool,Park",Yes,Fully Furnished,East,Mixed,Sold,103
SRP100310,CUST100310,Srijan Courtyard,Apartment,2 BHK,Kolkata,Barasat,700102,22.685885,88.264574,1828,4,34,6612,12086736,6.5,11301098,6/16/2022,10/8/2024,30,66800,7,Engineer,Google Ads,Summer Sale,5,5,2,Yes,4008000,8.84,20,Clubhouse,No,Fully Furnished,West,Home Loan,Sold,134
SRP100311,CUST100311,Srijan Greenview,Apartment,4 BHK,Kolkata,Howrah,711101,22.517279,88.260157,1603,17,17,6778,10865134,7.61,10038297,9/3/2022,8/7/2023,21,66800,5,Other,Facebook,Summer Sale,10,3,0,Yes,4008000,8.61,20,"Gym,Pool,Clubhouse",Yes,Unfurnished,North-East,Self Funded,Available,
SRP100312,CUST100312,Srijan Enclave,Villa,2 BHK,Kolkata,Salt Lake,700084,22.50304,88.438834,1665,28,28,5527,9202455,2.91,8934664,3/29/2022,1/10/2024,36,73900,4,Engineer,Website,New Year Campaign,7,5,2,No,0,0,0,Swimming Pool,Yes,Fully Furnished,East,Home Loan,Available,
SRP100313,CUST100313,Srijan Meadows,Villa,1 BHK,Kolkata,EM Bypass,700064,22.634862,88.408038,1179,3,19,5498,6482142,4.47,6192390,3/20/2023,6/16/2024,50,39500,2,Doctor,Broker,Monsoon Offer,6,0,3,No,0,0,0,Basic,No,Semi-Furnished,West,Self Funded,Available,
SRP100314,CUST100314,Srijan Harmony,Apartment,2 BHK,Kolkata,Barasat,711101,22.608819,88.539168,1080,20,26,6809,7353720,6.21,6897054,4/22/2023,1/26/2025,26,39000,6,Other,Website,Referral Drive,10,0,1,Yes,2340000,8.79,10,Park,No,Semi-Furnished,East,Home Loan,Sold,48
SRP100315,CUST100315,Srijan Meadows,Plot,3 BHK,Kolkata,Barasat,700019,22.584814,88.497644,1206,1,15,10240,12349440,4.71,11767781,7/10/2022,4/24/2023,36,52600,3,Doctor,Google Ads,Summer Sale,12,4,1,Yes,3156000,10.18,15,"Pool,Park",Yes,Fully Furnished,North,Home Loan,Negotiation,
SRP100316,CUST100316,Srijan Courtyard,Apartment,3 BHK,Kolkata,New Town,700019,22.664419,88.405079,1197,29,32,7380,8833860,2.11,8647466,1/13/2022,4/23/2022,36,38100,3,Private Employee,Instagram,Referral Drive,12,0,0,Yes,2286000,8.48,20,Basic,Yes,Semi-Furnished,South,Home Loan,Available,
SRP100317,CUST100317,Srijan Prime,Apartment,2 BHK,Kolkata,New Town,700052,22.573472,88.454586,1722,14,23,5250,9040500,6.84,8422130,1/14/2024,11/3/2024,32,61500,6,Doctor,Walk-in,Referral Drive,11,7,0,Yes,3690000,8.04,20,Gym,No,Semi-Furnished,North,Home Loan,Negotiation,
SRP100318,CUST100318,Srijan Prime,Penthouse,2 BHK,Kolkata,Salt Lake,700124,22.66655,88.457492,1859,23,23,6626,12317734,7.57,11385282,10/16/2022,9/9/2024,28,63200,3,Government Employee,Referral,Digital Awareness,11,3,2,Yes,3792000,8.05,20,"Pool,Park",No,Semi-Furnished,North,Mixed,Sold,109
SRP100319,CUST100319,Srijan Greenview,Apartment,2 BHK,Kolkata,Sonarpur,700091,22.454565,88.380463,1659,19,19,7603,12613377,6.22,11828825,2/18/2024,2/3/2026,46,141100,4,Self Employed,Instagram,Monsoon Offer,7,3,2,Yes,8283910,7.89,30,"Gym,Pool",No,Fully Furnished,South,Mixed,Sold,74
SRP100320,CUST100320,Srijan Harmony,Penthouse,3 BHK,Kolkata,Behala,700091,22.671927,88.509382,2330,7,27,5977,13926410,4.6,13285795,2/19/2025,10/6/2025,29,97500,3,Doctor,Instagram,Digital Awareness,7,4,2,Yes,5850000,9.51,30,Swimming Pool,No,Semi-Furnished,North,Home Loan,Sold,96
SRP100321,CUST100321,Srijan Residency,Apartment,4 BHK,Kolkata,Garia,700033,22.704596,88.390646,1152,30,32,8247,9500544,3.92,9128123,12/27/2025,6/7/2027,49,33300,4,Self Employed,Walk-in,Festive Offer,8,5,2,Yes,1998000,7.78,20,Swimming Pool,Yes,Unfurnished,North,Home Loan,Negotiation,
SRP100322,CUST100322,Srijan Greenview,Apartment,2 BHK,Kolkata,Tollygunge,711101,22.636677,88.287641,1328,21,21,8298,11019744,6.53,10300155,9/6/2024,12/5/2024,33,72500,2,Business Owner,Instagram,Summer Sale,4,2,2,Yes,4350000,8.96,20,"Pool,Park",Yes,Unfurnished,North-East,Mixed,Sold,73
SRP100323,CUST100323,Srijan Meadows,Apartment,3 BHK,Kolkata,Dum Dum,700102,22.598925,88.297714,852,20,23,7216,6148032,3.76,5916866,4/10/2022,9/8/2023,41,167700,4,Self Employed,Email Campaign,New Year Campaign,7,2,0,Yes,4923012,7.64,30,"Gym,Clubhouse",No,Semi-Furnished,South,Home Loan,Available,
SRP100324,CUST100324,Srijan Greenview,Apartment,3 BHK,Kolkata,Rajarhat,700107,22.579397,88.490036,1047,1,27,5839,6113433,4.8,5819988,2/27/2022,8/24/2023,25,38000,4,Doctor,Referral,Premium Launch,4,2,4,Yes,2280000,7.95,20,Basic,No,Unfurnished,West,Self Funded,Sold,7
SRP100325,CUST100325,Srijan Meadows,Apartment,1 BHK,Kolkata,New Town,700064,22.482882,88.294095,1081,4,17,8129,8787449,8.73,8020305,8/17/2025,10/22/2026,37,54800,3,Engineer,Instagram,Digital Awareness,4,0,0,Yes,3288000,8.45,15,Clubhouse,Yes,Semi-Furnished,North,Home Loan,Sold,76
SRP100326,CUST100326,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Tollygunge,700102,22.567856,88.302097,1744,24,24,6660,11615040,7.77,10712551,3/8/2025,3/25/2027,52,51100,3,Doctor,Facebook,Referral Drive,9,1,0,Yes,3066000,8.92,25,Clubhouse,Yes,Unfurnished,North,Home Loan,Negotiation,
SRP100327,CUST100327,Srijan Prime,Apartment,3 BHK,Kolkata,Rajarhat,700033,22.683652,88.310822,1138,8,8,5916,6732408,5.81,6341255,4/21/2023,8/12/2024,41,71600,6,Engineer,Instagram,Summer Sale,9,2,0,Yes,4296000,8.65,20,"Gym,Clubhouse",Yes,Unfurnished,South,Home Loan,Available,
SRP100328,CUST100328,Srijan Realty Heights,Penthouse,2 BHK,Kolkata,Sonarpur,700019,22.655404,88.336582,1294,26,28,6086,7875284,3.1,7631150,1/22/2023,11/17/2024,23,72900,2,Private Employee,Email Campaign,Summer Sale,4,5,0,No,0,0,0,Basic,Yes,Semi-Furnished,West,Self Funded,Sold,69
SRP100329,CUST100329,Srijan Enclave,Apartment,3 BHK,Kolkata,Barasat,700019,22.643989,88.340025,1285,8,14,8679,11152515,3.21,10794519,7/11/2022,5/10/2024,39,40800,3,Government Employee,Broker,Referral Drive,3,3,2,Yes,2448000,8.63,25,"Gym,Pool,Clubhouse",No,Unfurnished,South,Mixed,Sold,7
SRP100330,CUST100330,Srijan Harmony,Villa,5 BHK,Kolkata,Garia,700019,22.586659,88.54479,954,17,22,8089,7716906,8.89,7030873,8/21/2025,11/10/2027,45,76400,4,Other,Facebook,New Year Campaign,8,3,1,No,0,0,0,Clubhouse,No,Semi-Furnished,South-East,Home Loan,Available,
SRP100331,CUST100331,Srijan Residency,Apartment,2 BHK,Kolkata,Salt Lake,700052,22.540875,88.546294,746,30,30,6177,4608042,7.47,4263821,1/25/2022,6/28/2024,45,50800,4,Engineer,Property Portal,Monsoon Offer,10,0,1,Yes,3048000,10.72,25,Swimming Pool,Yes,Unfurnished,West,Self Funded,Sold,117
SRP100332,CUST100332,Srijan Meadows,Apartment,2 BHK,Kolkata,Behala,711101,22.611495,88.495771,950,19,29,6753,6415350,5.06,6090733,4/26/2022,9/8/2023,35,113600,4,Self Employed,Facebook,Summer Sale,9,2,1,Yes,5095085,9.69,20,Gym,Yes,Unfurnished,North,Home Loan,Negotiation,
SRP100333,CUST100333,Srijan Residency,Apartment,3 BHK,Kolkata,Barasat,700019,22.503692,88.464552,1161,15,26,6373,7399053,4.55,7062396,6/8/2025,2/28/2027,51,165500,5,Teacher,Walk-in,Festive Offer,12,2,4,Yes,3852768,7.52,30,"Gym,Pool",Yes,Unfurnished,North-East,Home Loan,Sold,49
SRP100334,CUST100334,Srijan Meadows,Apartment,3 BHK,Kolkata,Sonarpur,700124,22.736189,88.279322,1281,10,10,4621,5919501,2.43,5775657,6/10/2023,6/19/2024,46,77300,5,Private Employee,Google Ads,Referral Drive,6,2,0,Yes,2907069,8.45,10,Gym,Yes,Unfurnished,South-East,Home Loan,Negotiation,
SRP100335,CUST100335,Srijan Courtyard,Penthouse,3 BHK,Kolkata,Garia,700124,22.53459,88.435026,1528,15,23,3584,5476352,0.97,5423231,8/2/2023,2/7/2025,34,40300,1,Teacher,Email Campaign,Digital Awareness,17,2,3,Yes,2418000,7.59,25,"Gym,Clubhouse",No,Unfurnished,West,Home Loan,Sold,74
SRP100336,CUST100336,Srijan Greenview,Apartment,3 BHK,Kolkata,Tollygunge,700124,22.721155,88.275367,1857,10,23,6354,11799378,4.28,11294365,6/28/2024,5/15/2025,34,70500,5,Private Employee,Website,Digital Awareness,10,2,3,Yes,4230000,9.57,25,"Gym,Pool",Yes,Semi-Furnished,East,Home Loan,Negotiation,
